1166;1583
1183;1583
1199;1582
1214;1580
1222;1580
1225;1576
1229;1576
1229;1573
1223;1570
1223;1561
1227;1557
1227;1547
1228;1544
1232;1544
1234;1539
1236;1537
1236;1536
1230;1531
1227;1522
1224;1518
1224;1516
1193;1486
1167;1462
1134;1431
1102;1403
1102;1336
1099;1333
1102;1332
1102;1314
1006;1314
1006;1314
1005;1318
1005;1320
1008;1323
1009;1329
1009;1333
1007;1340
1008;1343
1005;1350
1000;1360
1002;1364
1002;1367
1008;1371
1011;1376
1015;1382
1014;1390
1015;1394
1016;1399
1018;1402
1016;1404
1018;1408
1023;1412
1028;1419
1031;1421
1032;1424
1034;1431
1040;1436
1044;1438
1044;1443
1044;1446
1046;1448
1047;1452
1046;1455
1049;1458
1053;1462
1056;1463
1058;1462
1060;1466
1057;1470
1057;1475
1058;1482
1063;1486
1065;1488
1067;1490
1068;1494
1071;1495
1071;1498
1075;1500
1076;1503
1081;1506
1081;1510
1082;1512
1085;1513
1086;1514
1085;1519
1087;1522
1086;1524
1087;1527
1086;1529
1089;1530
1091;1533
1098;1532
1110;1534
1113;1535
1110;1542
1104;1541
1102;1542
1098;1543
1091;1542
1090;1543
1092;1545
1095;1545
1099;1548
1103;1547
1108;1547
1114;1545
1116;1539
1123;1543
1129;1545
1135;1544
1136;1549
1136;1551
1139;1552
1141;1554
1143;1553
1145;1554
1140;1559
1134;1557
1133;1559
1135;1561
1135;1563
1139;1564
1141;1565
1142;1562
1141;1560
1147;1555
1152;1558
1156;1561
1159;1565
1162;1572
1164;1574
1163;1580
1165;1582
inf;State;califorinia;10;level1;Japan is a stratovolcanic archipelago of 6,852 islands. The four largest islands are Honshu, Hokkaido, Kyushu, and Shikoku. Capital: Tokyo##spn#fra#ger;Asia#Island nation in East Asia;;
1222;1580
1222;1582
1220;1582
1221;1585
1306;1617
1352;1617
1352;1460
1239;1461
1238;1486
1236;1485
1235;1485
1233;1486
1232;1487
1230;1486
1228;1486
1225;1485
1223;1486
1222;1486
1222;1490
1224;1493
1222;1500
1223;1503
1225;1508
1223;1513
1224;1515
1224;1520
1226;1521
1228;1525
1229;1528
1230;1530
1230;1532
1235;1535
1236;1538
1232;1541
1230;1542
1228;1545
1227;1547
1226;1548
1227;1552
1227;1555
1227;1557
1224;1560
1222;1563
1223;1564
1224;1565
1223;1569
1225;1571
1228;1572
1229;1576
1226;1578
1226;1578
1223;1579
inf;State;arizona;10;level3;Despite arizona s struggle for political stabilization among ethnic conflicts, revolts, economic troubles, transitional governments, and political party conflicts, it maintains a unitary parliamentary republic. Capital: Bishkek##spn#fra#ger;Asia#Landlocked Central Asia
1351;1616
1371;1617
1370;1605
1409;1605
1406;1602
1406;1599
1488;1599
1489;1461
1489;1461
1352;1461
1352;1615
inf;State;new mexico;10;level3;Despite new mexico's struggle for political stabilization among ethnic conflicts, revolts, economic troubles, transitional governments, and political party conflicts, it maintains a unitary parliamentary republic. Capital: Bishkek##spn#fra#ger;Asia#Landlocked Central Asia
eof
